item,genre,id,name,artist,danceability,energy,key,mode,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
0,A Cappella,4hObp5bmIJ3PP3cKA9K9GY,Don't Worry Be Happy,Bobby McFerrin,0.675,0.166,11,1,-22.602,0.171,0.88,7.14e-05,0.0461,0.747,68.837,294400
1,A Cappella,0HZk0QsXPhMNAWNDR3rYE8,Hallelujah,Pentatonix,0.364,0.378,7,0,-7.381,0.0331,0.47,0.0,0.339,0.366,89.918,268960
2,A Cappella,2mgPmzcrz3sBCR7AvCr6mE,Trebles Finals: Bright Lights Bigger City/Magic,The Treblemakers,0.577,0.525,9,0,-7.196,0.225,0.214,0.0,0.103,0.41,113.055,154147
3,A Cappella,07o54snAilKYHsW8bGFe9x,Bellas Finals: Price Tag/Don’t You (Forget About Me)/Give Me Everything/Just The Way You Are/Party In The U.S.A./Turn The Beat Around,The Barden Bellas,0.486,0.694,0,1,-5.8,0.141,0.574,0.0,0.125,0.248,109.41,216413
4,A Cappella,0phwM5a6TdLBDl0F9bk5fl,Riff Off: Mickey/Like A Virgin/Hit Me With Your Best Shot/S&M/Let’s Talk About Sex/I’ll Make Love To You/Feels Like The First Time/No Diggity,The Barden Bellas,0.571,0.499,11,1,-5.515,0.404,0.554,0.0,0.0908,0.755,126.434,224267
5,A Cappella,5mkoR8mVrEwpDQc9y54sM2,Sea Shanty Medley,Home Free,0.561,0.692,4,1,-5.71,0.0551,0.253,0.0,0.125,0.898,140.554,234362
6,A Cappella,2BFWptzKzwH3pY5Rqvy1Wm,Pool Mashup: Just The Way You Are/Just A Dream,The Barden Bellas,0.552,0.301,6,1,-7.28,0.033,0.916,5.64e-05,0.0712,0.642,110.257,98933
7,A Cappella,7j8FDy7eI1TommLedXXdHz,Creep,Pentatonix,0.333,0.379,3,1,-10.545,0.0414,0.226,0.0,0.0902,0.132,102.236,147000
8,A Cappella,0ZFeVCKCMCXUQ1TKVd2azW,The Sound of Silence,Pentatonix,0.439,0.43,9,1,-7.432,0.0273,0.16,0.0,0.368,0.26,90.99,212637
9,A Cappella,1klGbW5a9qTBFUjFfddbmU,Can't Sleep Love,Pentatonix,0.73,0.433,2,1,-7.05,0.0455,0.0849,0.0,0.169,0.572,94.596,173053
10,Acid House,3aQz0z86zrKjd1mcZlonxE,Infinity 2008 - Klaas Vocal Edit,Guru Josh Project,0.498,0.862,7,0,-6.02,0.0589,0.000313,0.00941,0.352,0.47,128.034,192294
11,Acid House,3YXIVMQLRRq2K7kxC7UYx6,Move Your Body,Marshall Jefferson,0.791,0.801,4,0,-6.344,0.07,0.00531,0.189,0.509,0.609,124.985,196110
12,Acid House,5NKHUvpRs7zr0yOQjx8Exr,Clear,Cybotron,0.802,0.637,11,0,-13.008,0.0624,0.000231,0.831,0.587,0.336,125.284,294533
13,Acid House,1E8hMeQvfgvQPjN3BZ2viF,Mystery of Love,Mr. Fingers,0.767,0.686,7,1,-10.476,0.0461,0.0681,0.91,0.111,0.565,114.07,430576
14,Acid House,2h7w0KHwHbx4WbG6WxjO7U,Pacific State,808 State,0.682,0.979,10,0,-6.496,0.0733,0.0649,0.882,0.14,0.277,124.188,351400
15,Acid House,0vryyKyxCFXT0gg670yNEw,Your Love,Frankie Knuckles,0.7,0.725,4,0,-11.433,0.0492,0.0439,0.851,0.125,0.129,116.824,403706
16,Acid House,5jhDeobWatA1XAHWKOWPh2,Killer,Adamski,0.785,0.546,10,0,-13.945,0.0587,0.0241,0.0681,0.0547,0.766,119.983,250760
17,Acid House,0DwAc0Z8Td3jv5frUznqu1,The Whistle Song,Frankie Knuckles,0.71,0.616,0,1,-16.306,0.116,0.0344,0.225,0.0936,0.398,120.385,417707
18,Acid House,5eAymAmVU6CyejjFJxvcMI,Move Your Body,Marshall Jefferson,0.785,0.907,4,0,-4.15,0.118,0.0156,1.14e-06,0.513,0.565,122.311,405760
19,Acid House,0ldLTYuqnHU92weLtw6W9m,3AM Eternal - Live at the S.S.L.,The KLF,0.616,0.977,1,1,-6.357,0.0827,0.0025,0.0124,0.942,0.744,119.303,232412
20,Acid Jazz,2AnTuxahfcAS7dGxGZnihY,Cantaloop (Flip Fantasia),Us3,0.852,0.655,5,0,-11.498,0.0645,0.107,2.07e-05,0.137,0.952,115.962,279360
21,Acid Jazz,2zAXsQFmNRcDQOSzuPrWTs,After Hours (The Antidote),Ronny Jordan,0.528,0.46,6,0,-17.036,0.0337,0.0447,0.00885,0.0795,0.637,169.351,351400
22,Acid Jazz,6iCsFk2zf1INRexhJQzRM0,I Remember You,Ronny Jordan,0.635,0.315,8,1,-13.359,0.0281,0.9,0.803,0.326,0.149,131.806,252333
23,Acid Jazz,09athuEe5kQfC7bV63jmGa,Apple Green,Mother Earth,0.311,0.582,7,0,-10.894,0.0651,0.126,0.00542,0.12,0.578,184.679,265760
24,Acid Jazz,2SC4TS2QvUcKvXRFGgyyDc,"Turn On, Tune In, Cop Out - Radio Edit",Freak Power,0.78,0.763,10,0,-8.14,0.0366,0.211,0.0971,0.0931,0.967,119.97,264093
25,Acid Jazz,54xrXbM3vHE6JkVqkorRdG,I Am The Black Gold Of The Sun,Nuyorican Soul,0.643,0.679,6,1,-10.885,0.0555,0.0196,0.476,0.0719,0.779,86.97,319733
26,Acid Jazz,4kJsd28kYN9n6X87Duf9Zp,Never Stop,The Brand New Heavies,0.717,0.81,4,1,-10.259,0.0692,0.00312,0.000449,0.0654,0.735,101.421,253333
27,Acid Jazz,2YxwTmbJP4oBy4W7DJ6hsq,The Creator Has A Master Plan - Original Album Version,Brooklyn Funk Essentials,0.81,0.59,5,0,-7.421,0.047,0.163,0.06,0.0961,0.662,120.017,350467
28,Acid Jazz,5RnLNOSL1nkBzil8mVM10o,Sometimes,The Brand New Heavies,0.784,0.677,9,0,-6.389,0.0323,0.0239,0.0,0.0883,0.691,96.916,286000
29,Acid Jazz,3RmH55iFcLckjAQBCshLsY,M.L. In The Sunshine,Count Basic,0.544,0.679,5,0,-10.651,0.0309,0.337,0.869,0.0865,0.938,172.102,275947
30,Acid Techno,6IfUW6lNAkiW3VVVzf9zYP,Intoxicated,Doruksen,0.601,0.98,7,1,-5.066,0.132,0.00555,0.86,0.475,0.155,154.966,309294
31,Acid Techno,7cEbICGWeFyBTmijsRtbjr,Vega,Ilija Djokovic,0.707,0.839,2,1,-8.239,0.0408,0.172,0.815,0.0986,0.231,123.983,201290
32,Acid Techno,5yQm4HrLdxmTEQgBN7XFnj,Close Your Eyes,Alignment,0.588,0.999,11,1,-4.212,0.0523,5.94e-05,0.716,0.163,0.0385,150.028,301080
33,Acid Techno,5UM6P3y6794GYNOzZvj2zh,I Want You,Butch,0.732,0.88,1,0,-5.836,0.101,0.00407,0.00929,0.0635,0.863,125.019,187286
34,Acid Techno,2vfSCFvMbpf4hwxt22Wx7b,In Silence,Amelie Lens,0.736,0.845,1,1,-12.017,0.0377,0.00548,0.901,0.111,0.198,128.009,393740
35,Acid Techno,3BiEL2MiPGsw6imQiNAHUZ,300000003,999999999,0.664,0.982,2,1,-9.423,0.0896,0.027,0.899,0.108,0.425,133.0,345833
36,Acid Techno,2XGh5hmwLX517lMBSvglwS,Follow,Amelie Lens,0.725,0.908,7,1,-8.798,0.0345,0.0373,0.824,0.108,0.134,128.006,337500
37,Acid Techno,4sGzJs8jikSDbnpN0vXsuO,Rave 4 love,999999999,0.737,0.981,3,0,-8.151,0.0649,0.00255,0.89,0.58,0.736,132.988,301627
38,Acid Techno,5l8VA4LS2FUfqavQVgaaxO,Raver's heart,AIROD,0.754,0.752,4,0,-10.233,0.0434,7.46e-05,0.862,0.0834,0.161,139.998,336267
39,Acid Techno,64HEmeFcnMSiBMLbfah3yx,Offenbach Anthem,CINTHIE,0.632,0.643,0,0,-7.876,0.0475,0.000345,0.926,0.0594,0.755,123.978,344577
40,Acoustic Blues,2HUZVffVPXvqnrml0gXggp,Smokestack Lightnin',Howlin' Wolf,0.661,0.342,9,0,-16.361,0.043,0.844,0.000128,0.26,0.588,146.118,188400
41,Acoustic Blues,3E0VKSvZp76kvBU2WwwBul,Leaving Trunk,Taj Mahal,0.542,0.502,3,0,-10.607,0.0515,0.195,0.00812,0.174,0.948,174.11,289560
42,Acoustic Blues,1NoIZ1658UHpicKQ9rcWYh,Corinna - From The Natch'l Blues,Taj Mahal,0.623,0.286,9,1,-13.288,0.0991,0.486,4.44e-05,0.0884,0.734,79.106,182507
43,Acoustic Blues,4uIHPormmUH31qyjP7CU4d,Statesboro Blues,Taj Mahal,0.673,0.481,9,1,-9.88,0.0488,0.0764,4e-05,0.127,0.767,117.087,178973
44,Acoustic Blues,7j02rdE5RVtNcNMuLGY5SS,Spoonful,Howlin' Wolf,0.821,0.376,0,1,-13.622,0.0487,0.669,1.39e-05,0.106,0.824,119.039,170000
45,Acoustic Blues,63vUX4fixN873tbuAfUbaH,Lovin' in My Baby's Eyes,Taj Mahal,0.599,0.546,10,1,-8.866,0.0328,0.766,1.91e-06,0.104,0.493,85.321,160360
46,Acoustic Blues,5bC6ONDsL88snGN6QasjZH,Help Me,Sonny Boy Williamson II,0.745,0.436,5,0,-9.617,0.043,0.597,0.0213,0.61,0.771,114.216,188200
47,Acoustic Blues,3mtUR8aNUoMblqX49YzVF3,Life Is Beautiful,Keb' Mo',0.651,0.462,2,1,-9.011,0.0336,0.81,3.3e-06,0.136,0.567,80.289,256493
48,Acoustic Blues,5Oc0vLGWdEWeCqIU8zyELt,Hound Dog,Big Mama Thornton,0.563,0.542,9,1,-10.862,0.0962,0.706,3.59e-05,0.355,0.785,133.285,181000
49,Acoustic Blues,5LmmZgxFg1sSfxENxsdtak,Meet Me in the City,Junior Kimbrough,0.566,0.64,2,1,-7.88,0.0249,0.903,0.474,0.134,0.332,133.53,151360
50,Acoustic Pop,1EzrEOXmMH3G43AXT1y7pA,I'm Yours,Jason Mraz,0.703,0.444,11,1,-9.331,0.0417,0.559,0.0,0.0973,0.712,150.96,242947
51,Acoustic Pop,5vjLSffimiIP26QG5WcN2K,Hold On,Chord Overstreet,0.618,0.443,2,1,-9.681,0.0526,0.469,0.0,0.0829,0.167,119.949,198853
52,Acoustic Pop,1HMQmOWrkieKYWlFsjUP3D,Bloom - Bonus Track,The Paper Kites,0.591,0.416,1,1,-9.794,0.0246,0.882,0.000641,0.112,0.415,96.003,210080
53,Acoustic Pop,6uHvbKL0Yi37AuvNRmUfMw,Paint,The Paper Kites,0.364,0.308,4,1,-13.052,0.0402,0.895,0.0023,0.123,0.387,73.328,191773
54,Acoustic Pop,4E6cwWJWZw2zWf7VFbH7wf,Love Song,Sara Bareilles,0.583,0.786,2,0,-3.142,0.0301,0.0208,0.0,0.188,0.573,123.055,258827
55,Acoustic Pop,38YgZVHPWOWsKrsCXz6JyP,Come On Get Higher,Matt Nathanson,0.672,0.623,9,1,-5.699,0.0297,0.241,0.0,0.0848,0.617,92.018,215173
56,Acoustic Pop,53QF56cjZA9RTuuMZDrSA6,I Won't Give Up,Jason Mraz,0.483,0.303,4,1,-10.058,0.0429,0.694,0.0,0.115,0.139,133.406,240166
57,Acoustic Pop,0IktbUcnAGrvD03AWnz3Q8,Lucky,Jason Mraz,0.625,0.414,0,1,-8.7,0.0369,0.294,0.0,0.151,0.669,130.088,189613
58,Acoustic Pop,1jyddn36UN4tVsJGtaJfem,You Are the Best Thing,Ray LaMontagne,0.578,0.727,10,1,-4.872,0.0332,0.0304,1.99e-05,0.172,0.885,170.593,231840
59,Acoustic Pop,6Uy6K3KdmUdAfelUp0SeXn,Brave,Sara Bareilles,0.551,0.836,10,0,-3.838,0.0524,0.00502,2.1e-05,0.0425,0.758,185.063,220573
60,African Percussion,4pV0gbnEYfbR0AWnNSnj39,Island,Marco Selvaggio,0.659,0.603,8,1,-7.542,0.0293,0.488,0.324,0.13,0.462,106.963,222056
61,African Percussion,16E9tvQUsIDE9IMTPXhCwD,Agboju Logun - Mr Bongo 7 Edit,Shina Williams & His African Percussionists,0.754,0.655,6,0,-9.064,0.211,0.13,0.259,0.0578,0.785,120.333,245133
62,African Percussion,4taZntAqRIdQN8qVjGWwhL,With You,African Tribal Drums,0.425,0.0236,1,0,-34.421,0.0309,0.966,0.96,0.123,0.252,180.025,333001
63,African Percussion,4ztjpMUYHr7N9SLeNNi58i,Agboju Logun,Shina Williams & His African Percussionists,0.777,0.608,6,0,-10.165,0.106,0.0934,0.537,0.0517,0.756,120.789,702053
64,African Percussion,0urbfRnnXk7raHj8B0SWDu,Agboju Logun,Shina Williams & His African Percussionists,0.788,0.695,4,1,-6.803,0.182,0.0965,0.138,0.0415,0.685,122.24,693600
65,African Percussion,1TPjiTZKkLLcrmpONrLYjY,Jin-Go-Lo-Ba (Jin-Go-Low-Bah),Babatunde Olatunji,0.714,0.894,0,1,-4.536,0.042,0.523,0.00706,0.117,0.647,125.995,205267
66,African Percussion,4o4tpNQ6tfLvgm2VBoeNiI,Safari Drums - Bongos Drums and Djembe,Soukouss Ta: African Drums and Music,0.59,0.607,7,1,-14.021,0.0649,0.153,0.868,0.101,0.569,95.821,71812
67,African Percussion,0ElWXEHITbCp4LAt5Kpad5,Jarafoli,Soungalo Coulibaly,0.525,0.823,5,0,-12.191,0.0698,0.805,0.818,0.0865,0.963,101.309,181463
68,African Percussion,7oayHoun5TstwtrkiEJh0u,Remove Negative Demonic Energy,African Tribal Drums,0.584,0.0253,10,1,-26.8,0.0399,0.909,0.935,0.106,0.237,79.998,443335
69,African Percussion,2O7H6TRv5isObmfjXGBB7I,"Warriors - Djembe, Bongos and Congas",Soukouss Ta: African Drums and Music,0.603,0.634,10,0,-14.372,0.058,0.406,0.948,0.1,0.824,111.411,69826
70,Afrobeat,0WtM2NBVQNNJLh6scP13H8,Calm Down (with Selena Gomez),Rema,0.801,0.806,11,1,-5.206,0.0381,0.382,0.000669,0.114,0.802,106.999,239318
71,Afrobeat,26b3oVLrRUaaybJulow9kz,People,Libianca,0.573,0.422,10,0,-7.621,0.0678,0.551,1.31e-05,0.102,0.693,124.357,184791
72,Afrobeat,2mzM4Y0Rnx2BDZqRnhQ5Q6,Free Mind,Tems,0.562,0.463,6,1,-7.478,0.0787,0.442,0.000145,0.157,0.416,125.15,247579
73,Afrobeat,5YbPxJwPfrj7uswNwoF1pJ,Last Last,Burna Boy,0.795,0.565,3,0,-4.457,0.0948,0.131,0.0,0.0802,0.55,87.925,172342
74,Afrobeat,09gysnJpfQ3ublBmJDfcEC,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),Amaarae,0.87,0.523,1,0,-8.052,0.0602,0.433,2.07e-05,0.113,0.319,110.02,204764
75,Afrobeat,2Xr1dTzJee307rmrkt8c0g,love nwantiti (ah ah ah),CKay,0.727,0.739,8,1,-3.805,0.0411,0.365,0.00137,0.161,0.533,93.005,145800
76,Afrobeat,6hgoYQDUcPyCz7LcTUHKxa,Calm Down,Rema,0.811,0.781,11,1,-6.333,0.0428,0.376,0.001,0.121,0.824,107.007,219813
77,Afrobeat,2QdSb68BzZGMgCbsrFmSLc,Higher,Tems,0.609,0.581,2,1,-10.854,0.277,0.509,0.0,0.283,0.528,102.964,196204
78,Afrobeat,25Kyv5SeEenT0EETpP2hYn,"Soweto (with Don Toliver, Rema and Tempoe)",Victony,0.719,0.756,5,0,-5.392,0.0761,0.0541,0.0,0.109,0.647,105.024,219500
79,Afrobeat,1QxTmNDHFmgaxgAolqqgAD,22,JayO,0.534,0.821,5,1,-7.463,0.107,0.693,1.02e-05,0.078,0.509,111.032,142120
80,Alternative Country,0VU5k3vCrpqDgUygMjiFYj,Copperhead Road,Steve Earle,0.372,0.588,7,1,-15.493,0.0411,0.0213,0.000103,0.0525,0.706,162.874,269920
81,Alternative Country,250RLekaiL1q9qZer975Eg,If We Were Vampires,Jason Isbell and the 400 Unit,0.629,0.208,5,1,-16.225,0.0324,0.824,3.7e-06,0.107,0.685,96.609,215564
82,Alternative Country,08unC8N1V1dEcqiyi06g6W,Dead of Night,Orville Peck,0.491,0.549,2,1,-11.608,0.0546,0.811,0.361,0.0606,0.48,99.683,239001
83,Alternative Country,5qW6ZYct54PhKliCntyxRX,Cover Me Up,Jason Isbell,0.429,0.093,3,1,-15.944,0.0433,0.882,0.00703,0.111,0.208,129.661,293973
84,Alternative Country,62ZRHYSOIT9WeZnz18kTHS,Guitar Town,Steve Earle,0.661,0.496,7,1,-15.53,0.0357,0.229,0.0,0.0753,0.948,165.549,155267
85,Alternative Country,1mWCI4rxvYF9ELliQg1iUg,Gravity's Gone,Drive-By Truckers,0.563,0.834,7,1,-5.628,0.0323,0.000108,0.0505,0.144,0.447,127.237,213173
86,Alternative Country,4mBYupeEa1e5Ep2HU7xToZ,Alabama Pines,Jason Isbell and the 400 Unit,0.483,0.556,4,1,-10.125,0.0314,0.323,0.0,0.112,0.261,99.934,231884
87,Alternative Country,2hsf7VvrBm44soR5rtDVXw,If It Takes a Lifetime,Jason Isbell,0.556,0.504,9,1,-11.513,0.0293,0.0427,0.000356,0.0582,0.616,84.421,220587
88,Alternative Country,3hQ51c9dPj9FcSdOHhrfkq,Road Runner,Vincent Neil Emerson,0.548,0.912,7,1,-7.336,0.0582,0.177,0.499,0.144,0.779,127.639,156178
89,Alternative Country,6OkVaVrNaWT54KQMBCCmyN,Before The Dogwood Blooms,American Aquarium,0.497,0.596,8,1,-6.102,0.0342,0.106,0.0,0.324,0.372,145.865,175392
90,Albuquerque Indie,0NslHuacjxQYfUTOW3HCIV,New Slang - 2021 Remaster,The Shins,0.67,0.403,0,1,-10.623,0.031,0.753,0.0903,0.0858,0.622,129.984,230867
91,Albuquerque Indie,47TQjzeG4KI0XWWb0wkbri,Australia,The Shins,0.416,0.827,4,1,-5.177,0.0384,0.00428,0.000242,0.277,0.87,169.902,236712
92,Albuquerque Indie,48bo7uexDvAThcRDvEB2W7,Simple Song,The Shins,0.546,0.878,7,1,-5.137,0.0525,0.0133,0.0,0.135,0.35,119.945,255400
93,Albuquerque Indie,1d1Uc9yNUMvUb0RbakGDt0,Caring Is Creepy - 2021 Remaster,The Shins,0.407,0.776,2,1,-6.184,0.0372,0.023,8.34e-06,0.188,0.508,95.075,199053
94,Albuquerque Indie,3LDkLpuxQlEuEiZmkxpr8S,Far From Any Road,The Handsome Family,0.707,0.556,9,0,-10.101,0.0303,0.19,0.0159,0.388,0.746,120.028,166493
95,Albuquerque Indie,3Bz3lj6E9VFBk1Wj1hC8vw,Sleeping Lessons,The Shins,0.51,0.498,4,1,-8.993,0.0347,0.167,0.00498,0.13,0.167,115.011,237726
96,Albuquerque Indie,6Q0ah7m011fAcNTFJBjQGI,Gone for Good,The Shins,0.623,0.671,0,1,-4.164,0.0262,0.00637,0.0,0.0768,0.505,114.064,193547
97,Albuquerque Indie,3NPiFBw3mA9qbJfo0nhk6X,Phantom Limb,The Shins,0.515,0.848,9,1,-4.835,0.0375,0.000486,0.0,0.0946,0.475,119.84,287567
98,Albuquerque Indie,6WBNQSfB047hAZ7tusGhqB,So Says I,The Shins,0.462,0.754,7,1,-3.361,0.0459,0.00843,0.0,0.118,0.475,110.397,168533
99,Albuquerque Indie,1wAqhAF1dynDjMy7m5CSSE,New Slang,The Shins,0.669,0.388,0,1,-11.547,0.0306,0.605,0.144,0.0905,0.645,130.016,231173
100,Alternative Americana,1kKDVYavcoEH5N6R6ezM6T,Sam,Sturgill Simpson,0.713,0.185,0,1,-11.256,0.0974,0.97,0.0,0.166,0.645,100.997,72976
101,Alternative Americana,1aSsE0qevtf2YDXmdFOY6b,You Can Have the Crown,Sturgill Simpson,0.324,0.95,9,1,-4.889,0.205,0.0288,0.0,0.368,0.657,186.346,170240
102,Alternative Americana,3M97fwKZfzvQ8xppMoQ7a0,Life Ain't Fair and the World Is Mean,Sturgill Simpson,0.637,0.821,11,0,-5.065,0.0342,0.142,0.0349,0.261,0.734,104.34,126467
103,Alternative Americana,0ewKJ6eM0Z761OissISTW7,In Dreams,Sierra Ferrell,0.602,0.475,2,1,-10.29,0.0279,0.0635,0.00184,0.0918,0.595,119.991,161733
104,Alternative Americana,4NE3oWyUQI2b2NjyMyC8Bi,Turtles All the Way Down,Sturgill Simpson,0.553,0.314,4,1,-9.217,0.0396,0.306,0.000578,0.104,0.585,91.7,188187
105,Alternative Americana,40Xg69oisdpuP4C7xl3RkK,Long White Line,Sturgill Simpson,0.579,0.515,11,1,-7.342,0.03,0.144,0.0123,0.0511,0.654,88.434,241320
106,Alternative Americana,0NkiEX9bdIm7a06pJBbOYs,I Don't Mind,Sturgill Simpson,0.603,0.483,0,1,-7.898,0.03,0.599,0.000751,0.0886,0.415,89.386,269664
107,Alternative Americana,25oxeU7fMQVrxvScjCMAeC,Oh Sarah,Sturgill Simpson,0.455,0.539,1,1,-8.932,0.0403,0.592,0.00919,0.105,0.641,189.161,185431
108,Alternative Americana,7oop0Rsh4jhdOtglVL3Dmf,Life of Sin,Sturgill Simpson,0.499,0.699,4,1,-7.514,0.0702,0.175,6.12e-06,0.148,0.814,169.244,146107
109,Alternative Americana,2su9lOnI21rEmHdBcWjM2B,All Around You,Sturgill Simpson,0.663,0.628,11,1,-8.824,0.0293,0.614,0.578,0.355,0.433,97.305,189013
110,Alternative Country,0VU5k3vCrpqDgUygMjiFYj,Copperhead Road,Steve Earle,0.372,0.588,7,1,-15.493,0.0411,0.0213,0.000103,0.0525,0.706,162.874,269920
111,Alternative Country,250RLekaiL1q9qZer975Eg,If We Were Vampires,Jason Isbell and the 400 Unit,0.629,0.208,5,1,-16.225,0.0324,0.824,3.7e-06,0.107,0.685,96.609,215564
112,Alternative Country,08unC8N1V1dEcqiyi06g6W,Dead of Night,Orville Peck,0.491,0.549,2,1,-11.608,0.0546,0.811,0.361,0.0606,0.48,99.683,239001
113,Alternative Country,5qW6ZYct54PhKliCntyxRX,Cover Me Up,Jason Isbell,0.429,0.093,3,1,-15.944,0.0433,0.882,0.00703,0.111,0.208,129.661,293973
114,Alternative Country,62ZRHYSOIT9WeZnz18kTHS,Guitar Town,Steve Earle,0.661,0.496,7,1,-15.53,0.0357,0.229,0.0,0.0753,0.948,165.549,155267
115,Alternative Country,1mWCI4rxvYF9ELliQg1iUg,Gravity's Gone,Drive-By Truckers,0.563,0.834,7,1,-5.628,0.0323,0.000108,0.0505,0.144,0.447,127.237,213173
116,Alternative Country,4mBYupeEa1e5Ep2HU7xToZ,Alabama Pines,Jason Isbell and the 400 Unit,0.483,0.556,4,1,-10.125,0.0314,0.323,0.0,0.112,0.261,99.934,231884
117,Alternative Country,2hsf7VvrBm44soR5rtDVXw,If It Takes a Lifetime,Jason Isbell,0.556,0.504,9,1,-11.513,0.0293,0.0427,0.000356,0.0582,0.616,84.421,220587
118,Alternative Country,3hQ51c9dPj9FcSdOHhrfkq,Road Runner,Vincent Neil Emerson,0.548,0.912,7,1,-7.336,0.0582,0.177,0.499,0.144,0.779,127.639,156178
119,Alternative Country,6OkVaVrNaWT54KQMBCCmyN,Before The Dogwood Blooms,American Aquarium,0.497,0.596,8,1,-6.102,0.0342,0.106,0.0,0.324,0.372,145.865,175392
120,Alternative Dance,1Ug5wxoHthwxctyWTUMGta,1901,Phoenix,0.59,0.829,0,1,-5.649,0.0419,0.0601,3.99e-05,0.19,0.704,144.099,193107
121,Alternative Dance,3kMrazSvILsgcwtidZd1Qd,Bulletproof,La Roux,0.674,0.882,3,0,-2.771,0.0477,0.000441,6.47e-05,0.068,0.682,123.016,205733
122,Alternative Dance,4dyx5SzxPPaD8xQIid5Wjj,Young Folks,Peter Bjorn and John,0.699,0.812,0,1,-6.005,0.0377,0.0164,0.000763,0.105,0.662,138.185,276693
123,Alternative Dance,26ZzSLUJMmYp5u1hDELEWH,Transgender,Crystal Castles,0.522,0.914,7,1,-8.285,0.0379,0.000164,0.847,0.24,0.0364,137.939,184760
124,Alternative Dance,6E1YebXpPPtujMUljDNlOo,Kerosene,Crystal Castles,0.519,0.546,8,1,-9.368,0.0763,0.0827,0.0,0.133,0.0862,115.799,192000
125,Alternative Dance,7j57nadsCph2KI9eYuaum8,The Hard Way,PNAU,0.691,0.906,0,1,-4.458,0.171,0.072,0.0,0.299,0.657,119.978,183926
126,Alternative Dance,0hDQV9X1Da5JrwhK8gu86p,Maps,Yeah Yeah Yeahs,0.502,0.941,7,1,-5.194,0.0716,0.000346,0.319,0.553,0.124,119.783,219987
127,Alternative Dance,0Q2YGyMeeZMAvzebtxoQ5f,Vanished,Crystal Castles,0.713,0.868,0,0,-6.644,0.0305,0.00206,9.23e-05,0.225,0.641,119.98,242960
128,Alternative Dance,7fmJGzyvOcbh6UANsH8Cp6,Lisztomania,Phoenix,0.64,0.789,0,1,-6.691,0.0359,0.0338,0.00388,0.53,0.311,97.539,241640
129,Alternative Dance,0KIpuVYhKUUUpjo6H5NvBY,After Midnight (feat. Clairo),Phoenix,0.639,0.82,11,1,-5.986,0.0322,0.0153,0.00405,0.309,0.667,100.013,188000
130,Alternative Emo,1AMADyXgIWayh5vXLZo2qF,Covet,Basement,0.428,0.799,4,1,-6.265,0.0468,0.00139,0.0742,0.0788,0.228,139.052,227340
131,Alternative Emo,7hPLPHeKbwJrsuDHv4BCTA,Tears Over Beers,Modern Baseball,0.286,0.63,1,1,-7.051,0.0661,0.000834,0.000752,0.107,0.313,179.975,168750
132,Alternative Emo,6AgtouHw1KrKy1PsoLjY3o,Daylily,Movements,0.565,0.778,2,1,-5.475,0.028,0.00195,0.00129,0.156,0.421,104.067,208853
133,Alternative Emo,427OHPoIWqO3SsFw77EkDf,*Equip Sunglasses*,Hot Mulligan,0.628,0.967,8,1,-3.35,0.063,0.000747,0.0,0.0187,0.906,120.015,166000
134,Alternative Emo,7kVoPBSlGghzLoQjODkxGD,Your Graduation,Modern Baseball,0.395,0.902,8,0,-5.808,0.177,0.001,0.0,0.327,0.632,184.737,163760
135,Alternative Emo,70uQzsAyJ1vmloywhrO0ss,Beachboy,McCafferty,0.431,0.962,4,1,-7.216,0.182,0.0413,0.000211,0.124,0.75,179.683,199341
136,Alternative Emo,16qh2Xmo8wvvNZoAa55XIn,Bottom,McCafferty,0.642,0.835,6,0,-7.812,0.049,0.452,0.0,0.17,0.7,100.079,225020
137,Alternative Emo,19aUuDd6udp1ACNo9t3IuZ,Death Cup,Mom Jeans.,0.353,0.749,1,1,-9.339,0.0411,0.0926,0.000553,0.166,0.574,85.983,276000
138,Alternative Emo,449LuMpoIOhxnW2B246Aau,Head in the Ceiling Fan,Title Fight,0.276,0.456,4,1,-7.369,0.0427,0.0679,0.306,0.133,0.0779,120.876,239547
139,Alternative Emo,41hMYBgv6teOnu64kn4Ylb,Featuring Mark Hoppus,Hot Mulligan,0.51,0.98,0,1,-3.341,0.105,0.000722,0.0,0.339,0.4,147.991,173800
140,Alternative Hardcore,19F99Ydy9fNvmrYEnyyFni,You Make Us Sick,Outbreak,0.35,0.944,9,1,-5.961,0.0939,0.00394,0.0823,0.221,0.403,129.334,70933
141,Alternative Hardcore,4F9TswqN4A10SezcohIl5a,Spit In Your Face,Outbreak,0.348,0.968,8,1,-4.684,0.101,0.00157,0.444,0.124,0.417,129.847,59173
142,Alternative Hardcore,7KSMJI2Nqb1OEZBDrAw0SE,Infected,Outbreak,0.281,0.981,9,1,-5.853,0.106,0.00044,0.709,0.0693,0.159,130.458,53220
143,Alternative Hardcore,7szjKtLbeFw1vRr29VtePk,No One Cares,Outbreak,0.344,0.993,9,1,-3.955,0.206,0.0087,0.75,0.165,0.0637,120.526,77453
144,Alternative Hardcore,6axV9VkXlMejGYa0HDwnSs,Braindead,Outbreak,0.386,0.986,9,1,-3.652,0.272,0.0184,0.00286,0.202,0.038,128.705,59960
