item,genre,id,name,artist,danceability,energy,key,mode,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
2522,Psychedelic Blues-rock,3xjajrcON3jv5s2psLKGs4,DON'T SAY NO - 2017 Remaster,"Speed, Glue & Shinki",0.495,0.493,7,1,-10.018,0.0492,0.000224,0.504,0.534,0.281,141.251,337160
2523,Psychedelic Blues-rock,7D82mKbfYp34KzY7BrIfGH,Dancing Madly Backwards (On A Sea Of Air),Captain Beyond,0.389,0.694,11,0,-10.717,0.169,0.039,0.0534,0.317,0.754,162.56,242267
2524,Psychedelic Blues-rock,6nljZjYvwTbAZTx8FcCKyQ,Run the Night,Wicked Lady,0.552,0.561,8,1,-12.012,0.0261,0.0735,0.00666,0.0617,0.724,76.703,313067
2525,Psychedelic Blues-rock,3IroBaDGAzIty2iPEdVX1F,Plea From The Soul,Phafner,0.457,0.546,7,0,-10.836,0.0434,0.952,0.264,0.118,0.382,113.591,329693
2526,Psychedelic Blues-rock,57oVcyjYuoZfvxaTTJtTeG,Sufficiently Breathless,Captain Beyond,0.446,0.598,9,0,-9.458,0.0263,0.0467,9.54e-05,0.119,0.603,91.002,315560
2527,Psychedelic Blues-rock,3J57Luhao7OG8VQXN1ARFH,End Of The Page,Bulbous Creation,0.561,0.207,8,0,-21.012,0.0351,0.85,0.414,0.147,0.503,147.013,287544
2528,Psychedelic Blues-rock,03d5V0uvYp3hU7wE9mJzJa,Queen St. Gang,Arzachel,0.454,0.447,9,0,-13.387,0.0273,0.0225,0.889,0.103,0.429,74.474,265920
2529,Psychedelic Blues-rock,6yUIyHqIrx854Jief095VE,Thing in E,The Savage Resurrection,0.576,0.864,9,1,-8.34,0.0298,0.235,0.039,0.144,0.902,127.856,186560
2530,Psychedelic Rock,6dGnYIeXmHdcikdzNNDMm2,Here Comes The Sun - Remastered 2009,The Beatles,0.557,0.54,9,1,-10.484,0.0347,0.0339,0.00248,0.179,0.394,129.171,185733
2531,Psychedelic Rock,4s6LhHAV5SEsOV0lC2tjvJ,California Dreamin' - Single Version,The Mamas & The Papas,0.552,0.608,1,0,-9.786,0.0345,0.352,0.0,0.0533,0.637,112.367,162373
2532,Psychedelic Rock,7BY005dacJkbO6EPiOh2wb,House Of The Rising Sun,The Animals,0.295,0.584,9,0,-6.696,0.0345,0.000385,0.218,0.0996,0.228,117.2,271280
2533,Psychedelic Rock,2EqlS6tkEnglzr7tkKAAYD,Come Together - Remastered 2009,The Beatles,0.533,0.376,9,0,-11.913,0.0393,0.0302,0.248,0.0926,0.187,165.007,259947
2534,Psychedelic Rock,1qRA5BS78u3gME0loMl9AA,For What It's Worth,Buffalo Springfield,0.653,0.519,2,1,-10.164,0.0497,0.406,0.0209,0.101,0.822,98.883,153693
2535,Psychedelic Rock,6mFkJmJqdDVQ1REhVfGgd1,Wish You Were Here,Pink Floyd,0.481,0.262,7,1,-15.73,0.0414,0.735,0.0114,0.832,0.375,122.861,334744
2536,Psychedelic Rock,2aoo2jlRnM3A0NyLQqMN2f,All Along the Watchtower,Jimi Hendrix,0.438,0.805,8,1,-6.237,0.0624,0.00255,5.69e-05,0.0842,0.564,113.253,240800
2537,Psychedelic Rock,5jgFfDIR6FR0gvlA56Nakr,Blackbird - Remastered 2009,The Beatles,0.686,0.127,7,1,-14.361,0.0342,0.754,1.41e-05,0.0573,0.372,93.699,138387
2538,Psychedelic Rock,4gMgiXfqyzZLMhsksGmbQV,"Another Brick in the Wall, Pt. 2",Pink Floyd,0.693,0.394,0,1,-15.882,0.0428,0.0782,0.000694,0.247,0.721,104.114,238747
2539,Psychedelic Rock,3KfbEIOC7YIv90FIfNSZpo,In My Life - Remastered 2009,The Beatles,0.688,0.435,9,1,-11.359,0.0323,0.449,0.0,0.113,0.435,103.239,146333
2540,Psychedelic Trance,1IAtShkPcFnvYQPp6Rfv3Q,Change The Formality,Infected Mushroom,0.659,0.898,9,0,-5.636,0.0568,0.00408,0.658,0.59,0.721,144.999,464027
2541,Psychedelic Trance,1Nukcy7xk7AbS7MtkaiOe3,Becoming Insane,Infected Mushroom,0.654,0.823,11,0,-5.768,0.0662,0.00371,0.431,0.186,0.631,144.995,440267
2542,Psychedelic Trance,6zfyJTgFvo54oLVJjS3jNa,Walking on the Moon - Bad Computer Remix,Infected Mushroom,0.72,0.85,8,1,-4.764,0.107,0.0528,0.0863,0.0899,0.825,130.004,189231
2543,Psychedelic Trance,6VHBZt8T7ZdlUt3MkOZqPy,Guitarmass,Infected Mushroom,0.504,0.606,4,0,-7.078,0.086,0.00469,0.848,0.17,0.111,144.979,398897
2544,Psychedelic Trance,2MWjwvJD5Khi8XQ4YPAcTn,Mandala,Blastoyz,0.625,0.949,6,0,-5.756,0.106,0.0174,0.838,0.176,0.236,143.019,357483
2545,Psychedelic Trance,0S6npsazTIPiXfhlyg9yNx,Saeed,Infected Mushroom,0.568,0.846,5,0,-5.565,0.0691,0.00531,0.416,0.128,0.337,145.02,423720
2546,Psychedelic Trance,5DRGuHS0xJ3X3OZjCrglTI,Universo,Astrix,0.644,0.761,3,0,-7.26,0.043,0.000118,0.841,0.0869,0.037,143.004,607553
2547,Psychedelic Trance,2Nv0zFXjH4tYS7O1OGpvt7,Spitfire,Infected Mushroom,0.701,0.715,2,1,-4.812,0.0412,0.00729,0.825,0.0956,0.311,137.998,434783
2548,Psychedelic Trance,5gXKDmafOQ8i4lYr62wxTk,Deep Jungle Walk,Astrix,0.618,0.885,6,0,-8.347,0.0454,0.000658,0.502,0.37,0.105,138.029,555705
2549,Psychedelic Trance,1eHPz3Ccu5UIMAXWYDCjaj,Thoughts,Loud,0.835,0.608,11,0,-7.485,0.251,0.00229,0.779,0.0831,0.567,149.913,163057
2550,Punk,6GG73Jik4jUlQCkKg9JuGO,The Middle,Jimmy Eat World,0.643,0.849,2,1,-5.428,0.0526,0.0371,0.0,0.058,0.903,162.152,165853
2551,Punk,2m1hi0nfMR9vdGC8UcrnwU,All The Small Things,blink-182,0.434,0.897,0,1,-4.918,0.0488,0.0103,0.0,0.612,0.684,148.726,167067
2552,Punk,6TfBA04WJ3X1d1wXhaCFVT,"You're Gonna Go Far, Kid",The Offspring,0.55,0.917,0,1,-3.159,0.0638,0.00428,0.0,0.197,0.601,126.115,177827
2553,Punk,2hnMS47jN0etwvFPzYk11f,Santeria,Sublime,0.682,0.765,1,0,-5.021,0.0395,0.0268,3.42e-05,0.188,0.567,90.807,182747
2554,Punk,7EkWXAI1wn8Ii883ecd9xr,Freaks,Surf Curse,0.345,0.941,9,1,-9.918,0.0466,3.84e-05,0.633,0.0511,0.407,179.626,147062
2555,Punk,2tznHmp70DxMyr2XhWLOW0,Cigarette Daydreams,Cage The Elephant,0.636,0.676,2,1,-3.442,0.0263,0.0807,0.0,0.0831,0.273,113.98,208760
2556,Punk,1IT0WQk5J8NsaeII8ktdlZ,King For A Day,Pierce The Veil,0.403,0.965,6,1,-2.238,0.0964,3.81e-05,0.000276,0.341,0.431,112.363,236293
2557,Punk,3dPQuX8Gs42Y7b454ybpMR,Seven Nation Army,The White Stripes,0.743,0.446,4,0,-7.807,0.0683,0.0039,0.118,0.337,0.278,123.596,232107
2558,Punk,4LJhJ6DQS7NwE7UKtvcM52,What's My Age Again?,blink-182,0.391,0.951,6,1,-7.419,0.0692,0.0126,0.000378,0.0878,0.468,157.66,148360
2559,Punk,2TfSHkHiFO4gRztVIkggkE,"Sugar, We're Goin Down",Fall Out Boy,0.494,0.842,7,1,-4.784,0.0843,0.00579,0.0,0.122,0.574,162.011,229093
2560,Punk Blues,2tznHmp70DxMyr2XhWLOW0,Cigarette Daydreams,Cage The Elephant,0.636,0.676,2,1,-3.442,0.0263,0.0807,0.0,0.0831,0.273,113.98,208760
2561,Punk Blues,3dPQuX8Gs42Y7b454ybpMR,Seven Nation Army,The White Stripes,0.743,0.446,4,0,-7.807,0.0683,0.0039,0.118,0.337,0.278,123.596,232107
2562,Punk Blues,3Pzh926pXggbMe2ZpXyMV7,Ain't No Rest for the Wicked,Cage The Elephant,0.636,0.849,0,1,-7.075,0.106,0.0438,0.0,0.372,0.917,156.036,175493
2563,Punk Blues,4sebUbjqbcgDSwG6PbSGI0,Come a Little Closer,Cage The Elephant,0.44,0.778,1,0,-1.786,0.0327,0.0265,1.04e-06,0.151,0.304,148.038,229347
2564,Punk Blues,5n0CTysih20NYdT2S0Wpe8,Trouble,Cage The Elephant,0.47,0.623,0,1,-5.655,0.0302,0.392,0.000439,0.0992,0.298,77.861,225973
2565,Punk Blues,21Qsj3cMVCx2xF2EVVNbEu,Fell In Love With a Girl,The White Stripes,0.356,0.982,4,0,-1.574,0.112,0.713,0.00145,0.941,0.299,95.754,110093
2566,Punk Blues,5G1sTBGbZT5o4PNRc75RKI,Lonely Boy,The Black Keys,0.356,0.872,2,1,-7.837,0.068,0.00417,0.00975,0.0997,0.607,166.3,193653
2567,Punk Blues,0grFc6klR3hxoHLcgCYsF4,Howlin' for You,The Black Keys,0.705,0.735,11,1,-6.646,0.0931,0.028,0.0783,0.112,0.448,132.627,191800
2568,Punk Blues,1Q3t9fWvHUXKsMmpD2XpUu,Cold Cold Cold,Cage The Elephant,0.549,0.789,5,1,-6.071,0.0313,0.0178,6.7e-05,0.059,0.715,136.125,214387
2569,Punk Blues,5lN1EH25gdiqT1SFALMAq1,Gold on the Ceiling,The Black Keys,0.505,0.833,0,1,-4.632,0.0475,0.00772,7.9e-05,0.069,0.565,130.121,224333
2570,Punk Ska,2hnMS47jN0etwvFPzYk11f,Santeria,Sublime,0.682,0.765,1,0,-5.021,0.0395,0.0268,3.42e-05,0.188,0.567,90.807,182747
2571,Punk Ska,6TfBA04WJ3X1d1wXhaCFVT,"You're Gonna Go Far, Kid",The Offspring,0.55,0.917,0,1,-3.159,0.0638,0.00428,0.0,0.197,0.601,126.115,177827
2572,Punk Ska,3B4q6KbHbGV51HO3GznBFF,What I Got,Sublime,0.804,0.696,7,1,-7.47,0.0899,0.00877,0.000985,0.314,0.657,95.721,170907
2573,Punk Ska,4EchqUKQ3qAQuRNKmeIpnf,The Kids Aren't Alright,The Offspring,0.523,0.943,1,1,-4.203,0.0337,0.00704,3.81e-05,0.0579,0.766,99.607,180160
2574,Punk Ska,1FkoVC85Ds3mFoK0fVqEqP,Self Esteem,The Offspring,0.488,0.862,0,1,-7.595,0.0476,0.0204,0.0,0.359,0.706,104.56,257827
2575,Punk Ska,4eamJr2k9YDH8j58RSTmSc,Doin' Time,Sublime,0.708,0.757,7,1,-5.121,0.0791,0.0362,0.0,0.17,0.552,80.976,253840
2576,Punk Ska,2PdIo7ewQPuAsP99LVg9uy,Wrong Way,Sublime,0.69,0.681,9,1,-5.653,0.0379,0.0623,0.0,0.137,0.911,75.034,136147
2577,Punk Ska,1ru5R5iSawvuMELqKXxLjS,The Impression That I Get,The Mighty Mighty Bosstones,0.418,0.945,4,1,-5.406,0.118,0.0991,0.0123,0.23,0.696,181.174,194760
2578,Punk Ska,5JJDu0Z5DKe7mR31MGksSg,Come Out and Play,The Offspring,0.519,0.77,7,1,-8.788,0.0809,0.0675,3.48e-06,0.0762,0.921,158.29,197800
2579,Punk Ska,0Jur3mZsQba3vqSpcmsOPm,Smoke Two Joints,Sublime,0.761,0.687,7,1,-6.185,0.131,0.00469,0.00532,0.245,0.316,95.089,173427
2580,R&b,1Qrg8KqiBpW07V7PNxwwwL,Kill Bill,SZA,0.644,0.735,8,1,-5.747,0.0391,0.0521,0.144,0.161,0.418,88.98,153947
2581,R&b,0JXXNGljqupsJaZsgSbMZV,Sure Thing,Miguel,0.684,0.607,11,0,-8.127,0.1,0.0267,0.000307,0.191,0.498,81.001,195373
2582,R&b,4iZ4pt7kvcaH6Yo8UoZ4s2,Snooze,SZA,0.559,0.551,5,1,-7.231,0.132,0.141,0.0,0.11,0.392,143.008,201800
2583,R&b,1xK59OXxi2TAAAbmZK0kBL,Romantic Homicide,d4vd,0.571,0.544,6,1,-10.613,0.0299,0.453,0.00805,0.322,0.216,132.052,132631
2584,R&b,3OHfY25tqY28d16oZczHc8,Kill Bill,SZA,0.644,0.728,8,1,-5.75,0.0351,0.0543,0.169,0.161,0.43,88.993,153947
2585,R&b,78Sw5GDo6AlGwTwanjXbGh,Here With Me,d4vd,0.574,0.469,4,1,-8.209,0.0254,0.534,9.21e-05,0.128,0.288,132.023,242485
2586,R&b,2GAhgAjOhEmItWLfgisyOn,Low,SZA,0.698,0.546,0,0,-7.234,0.0559,0.425,0.00314,0.16,0.335,145.044,181080
2587,R&b,609E1JCInJncactoMmkDon,BESO,ROSALÍA,0.768,0.644,5,0,-6.671,0.136,0.736,0.000837,0.173,0.53,95.05,194543
2588,R&b,7oDd86yk8itslrA9HRP2ki,Die For You - Remix,The Weeknd,0.531,0.525,1,0,-6.5,0.0671,0.232,0.0,0.441,0.502,66.9,232857
2589,R&b,2J6OF7CkpdQGSfm1wdclqn,Clouded,Brent Faiyaz,0.583,0.344,2,1,-8.765,0.0559,0.774,0.0,0.143,0.581,65.203,110129
2590,Ragga Jungle,7CiZj5S4E5FVboR0yLVLzc,Original Nuttah 25 (feat. IRAH) - Chase & Status Remix,Uk Apache,0.425,0.894,10,0,-4.991,0.0762,0.0258,1.56e-06,0.0996,0.171,115.412,223455
2591,Ragga Jungle,2Q9F3D53QeclwbsY24cuxO,Incredible,M-Beat,0.807,0.903,4,1,-11.09,0.113,0.211,3.13e-06,0.0565,0.94,165.034,269867
2592,Ragga Jungle,4QCn5XWZBzLHAzCxiBkBdB,Soon Come (feat. Liam Bailey),SHY FX,0.812,0.666,0,1,-6.878,0.131,0.419,0.103,0.236,0.795,79.968,185359
2593,Ragga Jungle,6fzwardfFs6sVfNA5R1ypt,Valley of the Shadows,Origin Unknown,0.651,0.77,6,1,-10.258,0.058,0.0454,0.869,0.439,0.52,159.822,280973
2594,Ragga Jungle,0gO2I7dgwORBIys7ZtIYw8,Roll The Dice (feat. Stamina MC & Lily Allen),SHY FX,0.682,0.886,10,0,-5.915,0.0779,0.00642,0.0459,0.606,0.359,172.059,208178
2595,Ragga Jungle,1uWmfb5OF1mEfNsZKypRpd,"Sound Killa, Pt. 2 (feat. Shy FX)",Mr. Williamz,0.622,0.846,7,1,-3.515,0.113,0.000753,3.12e-05,0.266,0.557,173.902,168965
2596,Ragga Jungle,0GyQwGfHQm03m1F9gGfd1O,Bad Man - Skrillex Remix,Ragga Twins,0.701,0.961,1,1,-2.75,0.0866,0.128,1.2e-06,0.226,0.75,149.991,249600
2597,Ragga Jungle,4dM3MXdicOj6IL0xEIvmSq,Do You Know Where You're Coming From? (feat. Jamiroquai),M-Beat,0.73,0.728,10,0,-7.812,0.0613,0.23,0.271,0.13,0.776,159.947,294693
2598,Ragga Jungle,50hgvSdrIieorRB9VXtkCj,Divorce a L'italienne,Mungo's Hi Fi,0.899,0.692,3,0,-9.85,0.0474,0.046,0.266,0.146,0.961,123.963,217159
2599,Ragga Jungle,55K24vPjLgAX8yLAq8fErj,Original Nuttah 25,Uk Apache,0.707,0.943,1,1,-5.27,0.0655,0.00199,1.51e-06,0.157,0.932,113.4,231529
2600,Rap,7KA4W4McWYRpgf0fWsJZWB,See You Again (feat. Kali Uchis),"Tyler, The Creator",0.558,0.559,6,1,-9.222,0.0959,0.371,7.49e-06,0.109,0.62,78.558,180387
2601,Rap,7aRCf5cLOFN1U7kvtChY1G,Search & Rescue,Drake,0.817,0.44,10,0,-8.482,0.0734,0.0603,1.42e-06,0.33,0.544,142.024,272113
2602,Rap,4FyesJzVpA39hbYvcseO2d,Just Wanna Rock,Lil Uzi Vert,0.486,0.545,11,1,-7.924,0.0336,0.0652,0.00474,0.0642,0.0385,150.187,123891
2603,Rap,2dHHgzDwk4BJdRwy9uXhTO,Creepin' (with The Weeknd & 21 Savage),Metro Boomin,0.715,0.62,1,0,-6.005,0.0484,0.417,0.0,0.0822,0.172,97.95,221520
2604,Rap,1Qrg8KqiBpW07V7PNxwwwL,Kill Bill,SZA,0.644,0.735,8,1,-5.747,0.0391,0.0521,0.144,0.161,0.418,88.98,153947
2605,Rap,0vjeOZ3Ft5jvAi9SBFJm1j,Superhero (Heroes & Villains) [with Future & Chris Brown],Metro Boomin,0.526,0.606,5,0,-5.3,0.259,0.152,2.36e-06,0.194,0.492,116.622,182667
2606,Rap,0FA4wrjDJvJTTU8AepZTup,Watch This - ARIZONATEARS Pluggnb Remix,Lil Uzi Vert,0.686,0.897,11,0,-7.18,0.0386,0.0103,0.103,0.153,0.355,129.975,163139
2607,Rap,1bDbXMyjaUIooNwFE9wn0N,Rich Flex,Drake,0.561,0.52,11,0,-9.342,0.244,0.0503,1.86e-06,0.355,0.424,153.15,239360
2608,Rap,5BmB3OaQyYXCqRyN8iR2Yi,SLUT ME OUT,NLE Choppa,0.938,0.606,6,0,-6.396,0.419,0.117,0.0,0.528,0.706,121.108,123673
2609,Rap,5wG3HvLhF6Y5KTGlK0IW3J,Trance (with Travis Scott & Young Thug),Metro Boomin,0.571,0.549,1,0,-7.38,0.404,0.18,0.0,0.168,0.447,119.497,194787
2610,Rap Metal,2DlHlPMa4M17kufBvI2lEN,Chop Suey!,System Of A Down,0.417,0.934,7,0,-3.908,0.119,0.000278,0.0015,0.132,0.287,127.066,210240
2611,Rap Metal,60a0Rd6pjrkxjPbaKzXjfq,In the End,Linkin Park,0.556,0.864,3,0,-5.87,0.0584,0.00958,0.0,0.209,0.4,105.143,216880
2612,Rap Metal,2nLtzopw4rPReszdYBJU6h,Numb,Linkin Park,0.496,0.863,9,1,-4.153,0.0381,0.0046,0.0,0.639,0.243,110.018,185587
2613,Rap Metal,51c94ac31swyDQj9B3Lzs3,Change (In the House of Flies),Deftones,0.269,0.853,7,0,-4.647,0.0854,0.000249,0.000246,0.118,0.179,141.581,299533
2614,Rap Metal,5cZqsjVs6MevCnAkasbEOX,Break Stuff,Limp Bizkit,0.432,0.884,8,1,-6.659,0.13,0.0127,0.000527,0.166,0.624,108.948,166707
2615,Rap Metal,5W8YXBz9MTIDyrpYaCg2Ky,Last Resort,Papa Roach,0.589,0.89,4,0,-3.719,0.0603,0.000481,0.00082,0.201,0.692,90.598,199907
2616,Rap Metal,3o7TMr6RmIusYH7Kkg7ujR,Coming Undone,Korn,0.687,0.677,2,1,-4.172,0.0508,0.000643,0.000137,0.0564,0.545,75.052,199773
2617,Rap Metal,0snQkGI5qnAmohLE7jTsTn,Toxicity,System Of A Down,0.413,0.873,8,1,-4.151,0.0536,0.000264,0.00249,0.204,0.48,116.68,218933
2618,Rap Metal,61mWefnWQOLf90gepjOCb3,Duality,Slipknot,0.354,0.982,4,0,-3.026,0.168,0.000237,0.000294,0.204,0.194,143.772,252613
2619,Rap Metal,4CiVz4bw7X1zjCaJ5ZwxUS,Watch The World Burn,Falling In Reverse,0.395,0.784,10,0,-5.903,0.132,0.0135,0.0,0.213,0.353,161.946,203948
2620,Rap Metalcore,4kC6OPUkP1tDfGBSaiVKIy,God of Waar,Dirty Wormz,0.699,0.87,1,1,-5.971,0.133,0.0297,0.0,0.305,0.366,130.034,251373
2621,Rap Metalcore,2Vh713ooGtCMaxOEOuylYq,I Want That for You,3 Pill Morning,0.493,0.904,3,0,-3.748,0.0422,0.000209,5.21e-05,0.39,0.481,93.014,197558
2622,Rap Metalcore,7besrAUl8Im2IRtzLBTZn5,No Light,3rd Strike,0.444,0.859,2,1,-4.962,0.0484,0.0075,4.32e-05,0.24,0.394,99.655,249827
2623,Rap Metalcore,7rG01lQ8GlDPN4hBqb9SKu,A Cut Above,Avery Watts,0.486,0.994,8,1,-1.084,0.227,0.208,0.0,0.396,0.428,179.978,193469
2624,Rap Metalcore,7CFCPxGWl38dV0Zg9eHD6q,All Before,3 Pill Morning,0.407,0.967,5,1,-4.559,0.114,0.000303,0.000632,0.0817,0.436,170.074,234040
2625,Rap Metalcore,3PxwHBteGle38NpNmBNO5q,Big Bad Azz,Dirty Wormz,0.645,0.91,1,1,-4.318,0.0556,0.00274,0.0,0.105,0.755,94.985,235333
2626,Rap Metalcore,5RIMLniqK2OxqNOJe0Lbq8,Poison Well,Insolence,0.559,0.855,2,1,-5.631,0.0605,0.000232,0.00782,0.0744,0.255,103.928,209133
2627,Rap Metalcore,2WaIJOR5ONGAMmWZkb1wUk,Goin Hard,Level,0.754,0.806,11,0,-8.345,0.416,0.122,0.0,0.388,0.561,175.987,169693
2628,Rap Metalcore,79r1StxsiqwbLLkTGK2OdG,Turn Da Beat Up!,Level,0.745,0.9,0,1,-5.158,0.458,0.141,0.0,0.364,0.46,176.014,171389
2629,Rap Metalcore,53QoAEuTrt4j5cncNCGOKU,I Shot Lucifer,Bionic Jive,0.44,0.918,1,1,-4.677,0.185,0.00215,0.000139,0.0784,0.487,77.514,216533
2630,Rap Rock,2hnMS47jN0etwvFPzYk11f,Santeria,Sublime,0.682,0.765,1,0,-5.021,0.0395,0.0268,3.42e-05,0.188,0.567,90.807,182747
2631,Rap Rock,5W8YXBz9MTIDyrpYaCg2Ky,Last Resort,Papa Roach,0.589,0.89,4,0,-3.719,0.0603,0.000481,0.00082,0.201,0.692,90.598,199907
2632,Rap Rock,3B4q6KbHbGV51HO3GznBFF,What I Got,Sublime,0.804,0.696,7,1,-7.47,0.0899,0.00877,0.000985,0.314,0.657,95.721,170907
2633,Rap Rock,59WN2psjkt1tyaxjspN8fp,Killing In The Name,Rage Against The Machine,0.466,0.833,7,1,-4.215,0.304,0.0266,0.0,0.0327,0.661,88.785,313573
2634,Rap Rock,0Puj4YlTm6xNzDDADXHMI9,Sabotage,Beastie Boys,0.324,0.938,6,0,-7.332,0.102,0.032,0.0321,0.0961,0.543,168.131,178440
2635,Rap Rock,51UtgWS4z1eMPuLQOzPtNH,Amber,311,0.659,0.727,4,0,-8.638,0.0455,0.119,0.00427,0.1,0.748,166.163,211080
2636,Rap Rock,4paJ10JPNCyOaLtz2cY928,Badfish,Sublime,0.801,0.548,11,0,-5.482,0.0516,0.0854,0.000232,0.387,0.627,92.059,188086
2637,Rap Rock,5qxChyzKLEyoPJ5qGrdurN,No Sleep Till Brooklyn,Beastie Boys,0.712,0.691,8,1,-8.157,0.128,0.122,0.0,0.0538,0.742,97.022,246933
2638,Rap Rock,0tZ3mElWcr74OOhKEiNz1x,Bulls On Parade,Rage Against The Machine,0.412,0.919,5,1,-7.291,0.184,0.0124,0.0601,0.424,0.572,166.367,229467
2639,Rap Rock,4eamJr2k9YDH8j58RSTmSc,Doin' Time,Sublime,0.708,0.757,7,1,-5.121,0.0791,0.0362,0.0,0.17,0.552,80.976,253840
2640,Raw Black Metal,2nhQJrfauTFjOUxTvCTN7B,Upon Frigid Winds,Hulder,0.131,0.951,7,0,-8.113,0.133,0.202,0.0441,0.278,0.0654,150.127,201740
2641,Raw Black Metal,1AOssWhpSFtJLIw2IsP3vR,Creature of Demonic Majesty,Hulder,0.189,0.93,9,1,-7.765,0.079,0.0143,0.518,0.314,0.135,137.877,212491
2642,Raw Black Metal,0UJNkotdjGsoiDBRmuBQmM,Bestial Form of Humanity,Hulder,0.263,0.995,4,1,-6.511,0.0626,8.94e-05,0.482,0.229,0.0494,180.028,290247
2643,Raw Black Metal,1JSQhSugvOlAPWvpXJUdin,Dreamblack: Drowning in Anhedonia,Vampirska,0.187,0.117,9,0,-15.063,0.049,0.8,0.99,0.169,0.155,121.243,139600
2644,Raw Black Metal,2hDwyK5nFESomOEHRKtml2,Sown in Barren Soil,Hulder,0.16,0.964,3,1,-7.587,0.111,0.0295,0.308,0.357,0.0367,77.98,282788
2645,Raw Black Metal,5duYPeOQsf1WS0862Djc13,A Book Signed in Blood,Till,0.403,0.997,2,0,-7.137,0.06,2.1e-05,0.867,0.0724,0.316,120.061,209490
2646,Raw Black Metal,6q9FVRhWugWrr7FHBHQsT8,March of the Circle of Shadows,Mäleficentt,0.141,0.913,7,1,-5.976,0.0678,0.00583,0.987,0.35,0.152,165.044,153000
2647,Raw Black Metal,2HtxeHcKBUQlzLC1oBDSLK,The Day After Trinity,Panzerfaust,0.314,0.973,10,1,-5.717,0.154,3.5e-06,0.925,0.296,0.0469,143.033,323796
2648,Raw Black Metal,14ZPc7lvoIvFuKiT4OrwYs,Burden of Flesh and Bone,Hulder,0.198,0.981,2,1,-6.072,0.312,2.95e-05,0.865,0.113,0.035,115.084,327348
2649,Raw Black Metal,38HX0862Hxv9juLuRLrtIw,Purgations of Bodily Corruptions,Hulder,0.15,0.963,2,1,-7.212,0.0752,0.0955,0.287,0.0732,0.111,150.123,263048
2650,Reggae,0DWdj2oZMBFSzRsi2Cvfzf,TQG,KAROL G,0.72,0.63,4,0,-3.547,0.277,0.673,0.0,0.0936,0.607,179.974,199440
2651,Reggae,6Sq7ltF9Qa7SNFBsV5Cogx,Me Porto Bonito,Bad Bunny,0.911,0.712,1,0,-5.105,0.0817,0.0901,2.68e-05,0.0933,0.425,92.005,178567
2652,Reggae,1IHWl5LamUGEuP4ozKQSXZ,Tití Me Preguntó,Bad Bunny,0.65,0.715,5,0,-5.198,0.253,0.0993,0.000291,0.126,0.187,106.672,243717
2653,Reggae,5RcxRGvmYai7kpFSfxe5GY,Chanel,Becky G,0.852,0.675,2,1,-5.738,0.0363,0.397,0.00317,0.0905,0.528,132.005,201993
2654,Reggae,6XSqqQIy7Lm7SnwxS4NrGx,Classy 101,Feid,0.859,0.658,11,1,-4.79,0.159,0.145,0.0,0.12,0.672,100.065,195987
2655,Reggae,5Eax0qFko2dh7Rl2lYs3bx,Efecto,Bad Bunny,0.801,0.475,7,0,-8.797,0.0516,0.141,1.73e-05,0.0639,0.234,98.047,213061
2656,Reggae,3k3NWokhRRkEPhCzPmV8TW,Ojitos Lindos,Bad Bunny,0.647,0.686,3,0,-5.745,0.0413,0.08,1.34e-06,0.528,0.268,79.928,258299
2657,Reggae,54ELExv56KCAB4UP9cOCzC,Gato de Noche,Ñengo Flow,0.892,0.662,8,1,-3.894,0.162,0.169,1.24e-06,0.363,0.607,93.976,227013
2658,Reggae,0fea68AdmYNygeTGI4RC18,LA CANCIÓN,J Balvin,0.754,0.646,7,1,-5.795,0.317,0.152,1.85e-05,0.108,0.429,176.089,242573
2659,Reggae,2hnMS47jN0etwvFPzYk11f,Santeria,Sublime,0.682,0.765,1,0,-5.021,0.0395,0.0268,3.42e-05,0.188,0.567,90.807,182747
2660,Reggae Fusion,2hnMS47jN0etwvFPzYk11f,Santeria,Sublime,0.682,0.765,1,0,-5.021,0.0395,0.0268,3.42e-05,0.188,0.567,90.807,182747
2661,Reggae Fusion,3B4q6KbHbGV51HO3GznBFF,What I Got,Sublime,0.804,0.696,7,1,-7.47,0.0899,0.00877,0.000985,0.314,0.657,95.721,170907
2662,Reggae Fusion,3WkibOpDF7cQ5xntM1epyf,It Wasn't Me,Shaggy,0.853,0.606,0,1,-4.596,0.0713,0.0561,0.0,0.313,0.654,94.759,227600
2663,Reggae Fusion,6RtPijgfPKROxEzTHNRiDp,Rude,MAGIC!,0.773,0.758,1,1,-4.993,0.0381,0.0422,0.0,0.305,0.925,144.033,224840
2664,Reggae Fusion,7FDV5ELOJHCGLe52AnttEd,Angel,Shaggy,0.74,0.766,6,1,-2.939,0.178,0.116,0.0,0.0406,0.807,170.531,235133
2665,Reggae Fusion,51UtgWS4z1eMPuLQOzPtNH,Amber,311,0.659,0.727,4,0,-8.638,0.0455,0.119,0.00427,0.1,0.748,166.163,211080
2666,Reggae Fusion,4uOKFydzAejjSFqYbv1XPt,Red Red Wine,UB40,0.857,0.468,1,1,-8.53,0.0476,0.00414,1.32e-05,0.269,0.843,89.119,183733
2667,Reggae Fusion,4paJ10JPNCyOaLtz2cY928,Badfish,Sublime,0.801,0.548,11,0,-5.482,0.0516,0.0854,0.000232,0.387,0.627,92.059,188086
